x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.3495520353317261,0.7023682594299316,-6.054899017726711e-07,0.37327849864959717,0.5654610395431519,-0.0020834815222769976,0.40337973833084106,0.46318116784095764,-0.021479075774550438,0.41813167929649353,0.35788723826408386,-0.04077433794736862,0.4151158928871155,0.2709558606147766,-0.058713097125291824,0.5286934971809387,0.5151990652084351,-0.034238629043102264,0.5403345823287964,0.5072368383407593,-0.02612847276031971,0.5052710771560669,0.5258607864379883,-0.018259339034557343,0.4773828685283661,0.5393335819244385,-0.016309432685375214,0.5473245978355408,0.5965901613235474,-0.037041936069726944,0.5373384356498718,0.5833036303520203,-0.01808187924325466,0.5029193162918091,0.5895850658416748,-0.010075916536152363,0.4755341410636902,0.604063868522644,-0.014903726987540722,0.5405557155609131,0.6757869124412537,-0.0341862291097641,0.5223677158355713,0.6543485522270203,-0.011459199711680412,0.49389129877090454,0.6577250957489014,0.0018893646774813533,0.466005802154541,0.6681340932846069,-0.0007275756215676665,0.5273602604866028,0.7409698963165283,-0.031521957367658615,0.5130438804626465,0.721511960029602,-0.010960854589939117,0.4855426847934723,0.7195026874542236,0.007561083417385817,0.4624830484390259,0.7240403294563293,0.015537419356405735,THUMBS UP
0.33182674646377563,0.6991965770721436,-5.740124606745667e-07,0.35697489976882935,0.5600345134735107,0.0010920100612565875,0.3926343321800232,0.45742517709732056,-0.015506831929087639,0.40949949622154236,0.35423803329467773,-0.032593805342912674,0.40526139736175537,0.2690685987472534,-0.04855569079518318,0.5138152241706848,0.5122462511062622,-0.026116998866200447,0.5350298285484314,0.4991053640842438,-0.015288342721760273,0.5016741752624512,0.5146678686141968,-0.006158072035759687,0.47490358352661133,0.5289256572723389,-0.003449657466262579,0.5308289527893066,0.5943235754966736,-0.028855444863438606,0.5324869751930237,0.5721824169158936,-0.00824548490345478,0.4990508258342743,0.575189471244812,0.0002157830458600074,0.4713921844959259,0.5916160345077515,-0.004041573964059353,0.5239709615707397,0.6729968190193176,-0.025876272469758987,0.5218260288238525,0.6419559717178345,-0.002253265818580985,0.49315187335014343,0.6431943774223328,0.011534728109836578,0.46380868554115295,0.6563911437988281,0.009494378231465816,0.5118026733398438,0.7381491661071777,-0.022447364404797554,0.5115038156509399,0.7095513343811035,-0.0013921079225838184,0.48458370566368103,0.7081817388534546,0.01797930896282196,0.4606311321258545,0.7179555892944336,0.026749160140752792,THUMBS UP
0.3174394965171814,0.697612464427948,-5.710077175535844e-07,0.34524697065353394,0.5586122274398804,0.002530159894376993,0.3825173079967499,0.45508110523223877,-0.013919688761234283,0.39658573269844055,0.3509053587913513,-0.03120918571949005,0.39185836911201477,0.2648063600063324,-0.04768604412674904,0.5067647099494934,0.512718915939331,-0.023186534643173218,0.5246021151542664,0.49668192863464355,-0.013133224099874496,0.490530788898468,0.5121523141860962,-0.006009257398545742,0.46401599049568176,0.5279727578163147,-0.004665190353989601,0.5230371952056885,0.5944000482559204,-0.02684127725660801,0.5233351588249207,0.5670037269592285,-0.006806954275816679,0.4897046685218811,0.5700808763504028,0.0007956336485221982,0.4615634083747864,0.5879812836647034,-0.0038295178674161434,0.5150952935218811,0.6724674701690674,-0.0250250156968832,0.5113646984100342,0.63646399974823,-0.0017231529345735908,0.48198652267456055,0.6383282542228699,0.011008035391569138,0.4530255198478699,0.6535914540290833,0.008301394060254097,0.5014857053756714,0.7362898588180542,-0.02265612781047821,0.49822816252708435,0.7034820914268494,-0.002120985183864832,0.46995407342910767,0.7020531892776489,0.016085930168628693,0.446022093296051,0.7138316035270691,0.02404584176838398,THUMBS UP
0.30750519037246704,0.6931036710739136,-5.130126510266564e-07,0.33572790026664734,0.5539960265159607,0.004396307747811079,0.37221646308898926,0.44963788986206055,-0.010624830611050129,0.3839438557624817,0.3462661802768707,-0.026916449889540672,0.377702534198761,0.26188239455223083,-0.04211036115884781,0.4913301467895508,0.5092698931694031,-0.02083413489162922,0.5228840112686157,0.49744993448257446,-0.009875286370515823,0.49141135811805725,0.5087735652923584,-0.0009687741985544562,0.46227118372917175,0.5206003189086914,0.0020605961326509714,0.5075079798698425,0.5913033485412598,-0.024619175121188164,0.5205966234207153,0.5652241706848145,-0.003554858500137925,0.4898582994937897,0.5666463971138,0.005475315731018782,0.46062541007995605,0.5826704502105713,0.002111258916556835,0.5006759166717529,0.6688182353973389,-0.023017587140202522,0.5081018209457397,0.634438693523407,0.0022998726926743984,0.4801115393638611,0.6352041959762573,0.015832308679819107,0.45002296566963196,0.6479263305664062,0.013381310738623142,0.48813751339912415,0.7320088744163513,-0.02079610340297222,0.4920768737792969,0.701408863067627,0.0018682220252230763,0.4655020534992218,0.6988264322280884,0.02041475847363472,0.44122791290283203,0.7088042497634888,0.028152484446763992,THUMBS UP
0.29731041193008423,0.6892303228378296,-4.970563054484956e-07,0.3244079053401947,0.552007257938385,0.008462472818791866,0.35940009355545044,0.45103082060813904,-0.004846916999667883,0.371285080909729,0.3481288552284241,-0.02027720771729946,0.3654027581214905,0.26667821407318115,-0.03431032598018646,0.47671836614608765,0.5068942904472351,-0.014243659563362598,0.5165783762931824,0.49520570039749146,-0.0017335599986836314,0.48437735438346863,0.5072449445724487,0.009795504622161388,0.4534326493740082,0.5182811617851257,0.015404283069074154,0.4935910403728485,0.589968740940094,-0.018811041489243507,0.5224973559379578,0.5624128580093384,0.0025332339573651552,0.4917924404144287,0.5622739791870117,0.013694219291210175,0.4587191343307495,0.5759413838386536,0.013038543052971363,0.48895367980003357,0.6664197444915771,-0.01808488368988037,0.5092175602912903,0.6314904093742371,0.009304978884756565,0.4825506806373596,0.6317190527915955,0.024118948727846146,0.4506223201751709,0.6429804563522339,0.022654758766293526,0.4788128435611725,0.7280904650688171,-0.016387151554226875,0.48739510774612427,0.6958841681480408,0.008709516376256943,0.46107617020606995,0.6936066150665283,0.027632029727101326,0.4362322986125946,0.7022130489349365,0.03530556708574295,THUMBS UP
0.29109758138656616,0.6831706762313843,-4.587985813486739e-07,0.319012850522995,0.5486003756523132,0.009291433729231358,0.3529285192489624,0.4492800235748291,-0.004024500027298927,0.36295509338378906,0.34937039017677307,-0.020489076152443886,0.35494059324264526,0.26985204219818115,-0.03574453294277191,0.46600526571273804,0.505287766456604,-0.011311093345284462,0.5109891891479492,0.4984162747859955,-0.003225818043574691,0.479229599237442,0.513742983341217,0.003976357169449329,0.4473240077495575,0.5239706039428711,0.00707660149782896,0.48112282156944275,0.5874682664871216,-0.01862647570669651,0.5201417207717896,0.5693723559379578,-0.0011703134514391422,0.4901210069656372,0.5706168413162231,0.007707561831921339,0.45520901679992676,0.5807595252990723,0.00632969755679369,0.47609037160873413,0.6627179980278015,-0.021373825147747993,0.5022526979446411,0.6367322206497192,0.003895284840837121,0.4767848253250122,0.6375346183776855,0.018630169332027435,0.44495561718940735,0.6462497115135193,0.017604602500796318,0.465411901473999,0.7246007919311523,-0.02344934456050396,0.4777974486351013,0.6968939304351807,0.000776601315010339,0.45277661085128784,0.69454026222229,0.020402781665325165,0.4285665452480316,0.7017604112625122,0.028643758967518806,THUMBS UP
0.28308647871017456,0.6898844242095947,-4.5227886857901467e-07,0.30708426237106323,0.5557734370231628,0.010877026244997978,0.34054458141326904,0.4540448486804962,-0.0016133598983287811,0.3530542254447937,0.35107558965682983,-0.016816362738609314,0.34727972745895386,0.27127471566200256,-0.03027842380106449,0.45523494482040405,0.5037314891815186,-0.011630384251475334,0.508843183517456,0.4986833333969116,-0.0008514542714692652,0.4771466851234436,0.511700451374054,0.009785077534615993,0.4464467465877533,0.5221892595291138,0.014760186895728111,0.47098198533058167,0.5841447710990906,-0.01840360276401043,0.5144556760787964,0.5578793287277222,0.0028210142627358437,0.48495134711265564,0.5583029389381409,0.016100771725177765,0.45331963896751404,0.5713280439376831,0.01672164909541607,0.4678172767162323,0.6578193306922913,-0.020506160333752632,0.5033090114593506,0.621749997138977,0.006456436589360237,0.4770564138889313,0.6240171194076538,0.0245272908359766,0.4454765319824219,0.6350431442260742,0.025173282250761986,0.45978328585624695,0.7188219428062439,-0.02173709310591221,0.47819289565086365,0.6828619837760925,0.002732824767008424,0.45242252945899963,0.6827577352523804,0.022952979430556297,0.4276224970817566,0.6922010779380798,0.031473323702812195,THUMBS UP
0.2715085446834564,0.689672589302063,-4.0925425537352567e-07,0.29628804326057434,0.5582779049873352,0.011171357706189156,0.33002960681915283,0.4611120820045471,-0.0016584404511377215,0.344738245010376,0.35944005846977234,-0.017293641343712807,0.33578017354011536,0.27926769852638245,-0.03115001507103443,0.44258326292037964,0.5081111192703247,-0.010613026097416878,0.5018315315246582,0.5033673644065857,0.001159067265689373,0.4736519157886505,0.514633297920227,0.012910361401736736,0.4456155002117157,0.5225204229354858,0.01841060444712639,0.45999929308891296,0.5852838754653931,-0.017914872616529465,0.5106586813926697,0.5576639771461487,0.004248160403221846,0.4847877323627472,0.556734561920166,0.01906772144138813,0.45522835850715637,0.567538321018219,0.020758774131536484,0.4580785632133484,0.6565145254135132,-0.020660502836108208,0.5029953122138977,0.618038535118103,0.00702929962426424,0.4795128107070923,0.6177205443382263,0.026659352704882622,0.4481636881828308,0.6259911060333252,0.028408553451299667,0.44957229495048523,0.7160135507583618,-0.02256634086370468,0.47461992502212524,0.6789945363998413,0.0030912503134459257,0.45171085000038147,0.6758683323860168,0.024260608479380608,0.42630720138549805,0.6813921928405762,0.03324846550822258,THUMBS UP
0.2664344310760498,0.691052258014679,-3.624065243457153e-07,0.2887232303619385,0.5616700649261475,0.004036811180412769,0.32026779651641846,0.460040420293808,-0.01131441816687584,0.3341066241264343,0.3594967722892761,-0.028108246624469757,0.3270622789859772,0.2793373167514801,-0.04258504882454872,0.42983773350715637,0.5119913220405579,-0.01718837395310402,0.49042752385139465,0.5111246705055237,-0.009957931935787201,0.4643382430076599,0.519435465335846,-0.0017341256607323885,0.43700575828552246,0.5244526267051697,0.0018612954299896955,0.44721901416778564,0.5880258679389954,-0.021596143022179604,0.49856293201446533,0.5615084767341614,-0.003784782951697707,0.47473543882369995,0.5585564374923706,0.00894648302346468,0.44676393270492554,0.5674078464508057,0.010062419809401035,0.4461839199066162,0.6584261655807495,-0.022304052487015724,0.494489848613739,0.6191017031669617,0.0008011491154320538,0.47292375564575195,0.6154732704162598,0.019368641078472137,0.44190967082977295,0.6212875843048096,0.02183058299124241,0.4380776286125183,0.7184682488441467,-0.022702423855662346,0.462856650352478,0.6825808882713318,-0.0009903527097776532,0.44163018465042114,0.6764954924583435,0.018721213564276695,0.41718578338623047,0.6789453029632568,0.02771785482764244,THUMBS UP
0.261514812707901,0.6945195198059082,-3.634034726474056e-07,0.2830212712287903,0.5646869540214539,0.004753732122480869,0.31278887391090393,0.4628830552101135,-0.010756334289908409,0.32504546642303467,0.36066707968711853,-0.027410011738538742,0.3166935443878174,0.27843961119651794,-0.04244280233979225,0.4219493567943573,0.5085498094558716,-0.022129597142338753,0.4815119206905365,0.5099641680717468,-0.012953571043908596,0.45650577545166016,0.5241445302963257,-0.002502169692888856,0.4311434030532837,0.5314195156097412,0.0022198304068297148,0.4405789077281952,0.5845212936401367,-0.02569563500583172,0.48912951350212097,0.5598242878913879,-0.006252777297049761,0.4619399309158325,0.5616794228553772,0.00759164709597826,0.4320659339427948,0.5727707147598267,0.009104293771088123,0.43977266550064087,0.6563766002655029,-0.024578187614679337,0.4823678135871887,0.6190891861915588,0.0008530141203664243,0.4570518434047699,0.620246946811676,0.019390279427170753,0.4240761399269104,0.6286753416061401,0.02093205414712429,0.4315171241760254,0.7173142433166504,-0.022946175187826157,0.44967126846313477,0.6850533485412598,-0.00021676231699530035,0.4229508638381958,0.6833318471908569,0.018985692411661148,0.3960908055305481,0.6883996725082397,0.027243267744779587,THUMBS UP
